image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;lat;lon;alt;yaw;pitch;roll;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;watermark_height;runway_in_cone;x_TR;y_TR;x_TL;y_TL;x_BL;y_BL;x_BR;y_BR
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_008_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/06/2020 11:00;51.104617;-113.938272;1267.643337;-93.536826;91.028958;-1.543072;2.471176;2.469176;605.971568;0.875316;2.008361;0;IN_ODD;560;555;553;555;547;564;557;565
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_009_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/05/2020 10:00;51.104984;-113.939218;1337.642102;-84.163117;84.630729;-1.11738;2.437674;2.433483;835.626316;1.405129;2.869682;0;IN_ODD;411;463;404;463;395;477;406;477
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_010_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/06/2020 10:00;51.103624;-113.943786;1323.074303;-89.961401;82.311415;-1.255563;2.26431;2.26085;787.831698;-0.56717;2.90105;0;IN_ODD;524;428;516;428;517;443;528;444
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_011_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/06/2020 12:00;51.104033;-113.946388;1302.418795;-92.793764;87.410266;-0.348281;2.165277;2.162375;720.064282;0.053419;2.75702;0;IN_ODD;559;506;551;506;549;520;561;520
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_013_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/04/2020 14:00;51.103625;-113.960792;1303.940959;-83.207144;86.401671;-6.545234;1.621893;1.617665;725.058257;-0.833525;3.675626;0;IN_ODD;422;487;412;486;412;510;427;512
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_013_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/04/2020 14:00;51.103625;-113.960792;1303.940959;-83.207144;86.401671;-6.545234;1.874305;1.855453;737.138208;7.273358;3.450105;0;IN_EXTENDED_ODD;824;527;814;526;758;544;773;546
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_014_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/06/2020 15:00;51.104782;-113.960845;1286.08101;-88.026485;86.029109;2.129749;1.619555;1.615522;666.462623;1.629241;3.370237;0;IN_ODD;470;490;461;490;449;513;465;512
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_015_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/07/2020 14:00;51.10409;-113.963073;1221.326204;-88.915007;86.599109;-1.271782;1.532838;1.531227;454.012466;0.157965;2.368873;0;IN_ODD;500;486;490;485;485;502;502;502
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_015_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/07/2020 14:00;51.10409;-113.963073;1221.326204;-88.915007;86.599109;-1.271782;1.781724;1.766879;466.092418;7.017521;2.296612;0;IN_EXTENDED_ODD;932;492;921;492;863;508;880;508
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_016_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/07/2020 12:00;51.104327;-113.964352;1211.497134;-92.759094;83.625431;0.956031;1.484341;1.482811;421.76486;0.710354;2.259019;0;IN_ODD;553;438;543;438;535;454;552;454
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_016_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/07/2020 12:00;51.104327;-113.964352;1211.497134;-92.759094;83.625431;0.956031;1.731474;1.717896;433.844811;6.819743;2.195836;0;IN_EXTENDED_ODD;1010;428;999;428;936;446;956;446
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_017_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/04/2020 11:00;51.103954;-113.966102;1254.213498;-87.226172;86.151469;-6.371624;1.419467;1.416713;561.910414;-0.16834;3.194293;0;IN_ODD;479;483;469;482;464;505;481;506
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_017_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/04/2020 11:00;51.103954;-113.966102;1254.213498;-87.226172;86.151469;-6.371624;1.681474;1.671928;573.990365;5.219769;2.970869;0;IN_EXTENDED_ODD;921;528;910;527;862;545;881;547
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_018_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/08/2020 16:00;51.103416;-113.966423;1251.994519;-90.153178;87.354792;2.333356;1.407821;1.404635;554.6303;-1.488924;3.175683;0;IN_ODD;533;504;523;505;530;527;547;527
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_018_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/08/2020 16:00;51.103416;-113.966423;1251.994519;-90.153178;87.354792;2.333356;1.684439;1.677702;566.710251;4.04728;2.928688;0;IN_EXTENDED_ODD;989;482;977;482;939;508;959;507
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_019_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/06/2020 14:00;51.103429;-113.967341;1241.582674;-82.999043;82.77919;-7.090834;1.372787;1.369879;520.470701;-1.496156;3.042088;0;IN_ODD;432;422;422;421;426;444;444;446
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_019_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/06/2020 14:00;51.103429;-113.967341;1241.582674;-82.999043;82.77919;-7.090834;1.652722;1.647278;532.550653;3.539876;2.801528;0;IN_ODD;870;471;859;470;825;488;843;491
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_020_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/04/2020 10:00;51.104165;-113.969022;1243.051746;-82.134264;87.460697;1.350024;1.308886;1.306257;525.290492;0.364865;3.212377;0;IN_ODD;392;509;381;510;375;535;395;534
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_020_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/04/2020 10:00;51.104165;-113.969022;1243.051746;-82.134264;87.460697;1.350024;1.576267;1.570103;537.370443;3.938486;2.949185;0;IN_ODD;842;493;831;493;797;518;816;518
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_022_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/06/2020 14:00;51.104178;-113.973932;1217.514439;-84.061397;86.445998;0.473613;1.122723;1.120549;441.506673;0.450423;3.087353;0;IN_ODD;422;489;410;489;402;515;425;515
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_022_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/06/2020 14:00;51.104178;-113.973932;1217.514439;-84.061397;86.445998;0.473613;1.411295;1.409197;453.586624;0.623295;2.751539;0;IN_ODD;910;480;898;479;887;504;910;505
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_023_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/04/2020 16:00;51.103318;-113.977626;1219.388788;-84.137558;86.206309;4.85954;0.984385;0.980876;447.656114;-2.51401;3.531687;0;IN_ODD;445;492;433;494;449;525;474;522
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_023_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/04/2020 16:00;51.103318;-113.977626;1219.388788;-84.137558;86.206309;4.85954;1.320425;1.314339;459.736065;-4.335055;2.957701;0;IN_EXTENDED_ODD;956;443;943;444;980;471;1007;469
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_026_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/08/2020 15:00;51.103566;-113.982916;1163.909402;-84.123305;86.449354;-4.181081;0.782352;0.780724;265.637123;-2.090161;2.505754;0;IN_ODD;445;475;431;474;439;501;470;503
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_027_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/08/2020 14:00;51.10395;-113.987109;1162.209143;-91.146115;90.902349;4.735296;0.623501;0.622127;260.058846;-0.518778;2.978927;0;IN_ODD;544;548;529;549;525;586;564;582
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_028_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/05/2020 16:00;51.10416;-113.994314;1133.003759;-81.762154;87.111747;8.785728;0.350618;0.349594;164.240654;1.077998;2.89268;0;IN_ODD;387;505;368;508;337;564;409;552
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_029_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;26;;;;01/08/2020 15:00;51.104048;-113.997211;1130.916733;-91.229709;81.543221;-1.103823;0.241332;0.240013;157.393455;-0.065106;3.561467;0;IN_ODD;544;401;524;401;482;475;585;478
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_030_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 10:00;51.105443;-114.115467;1476.939363;95.831863;87.593426;4.032175;3.222592;3.213633;1311.0755;-1.452564;3.815228;0;IN_ODD;443;524;437;524;442;539;450;538
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_031_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 10:00;51.104095;-114.110872;1320.679985;87.073017;89.374256;12.554496;3.043404;3.04016;798.413483;-0.008911;2.509591;0;IN_ODD;564;519;558;520;559;530;567;529
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_032_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 10:00;51.105976;-114.11076;1364.107262;92.086602;82.938736;-1.570957;3.042359;3.03577;940.89143;-2.140352;2.929806;0;IN_ODD;510;435;504;435;511;447;519;447
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_033_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 14:00;51.105105;-114.108837;1491.260486;90.092614;85.904456;-7.074984;2.972627;2.962875;1358.060813;-1.18181;4.24778;0;IN_ODD;529;499;523;498;524;516;533;518
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_034_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/08/2020 12:00;51.104531;-114.107536;1391.491423;87.365729;85.278778;-6.383996;2.919443;2.913857;1030.734479;-0.523842;3.314999;0;IN_ODD;566;482;560;481;559;495;568;496
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_035_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 13:00;51.101224;-114.10303;1378.089533;85.726079;86.799026;-5.276165;2.754181;2.743585;986.765024;3.587493;3.350873;0;IN_ODD;542;502;536;502;518;515;527;516
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_036_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 11:00;51.103474;-114.101093;1323.380524;89.282832;86.870625;-4.77856;2.674284;2.670336;807.273517;0.791277;2.843392;0;IN_ODD;519;495;512;494;507;507;516;508
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_037_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 13:00;51.102684;-114.098772;1383.596634;84.964397;86.936257;1.849506;2.589617;2.582489;1004.832941;1.870529;3.603178;0;IN_ODD;573;502;566;502;557;519;566;519
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_038_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 11:00;51.102688;-114.095659;1293.023363;97.8471;89.667729;9.54334;2.469413;2.464912;707.67653;1.953283;2.694432;0;IN_ODD;378;558;370;560;362;574;373;573
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_039_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 15:00;51.102296;-114.094728;1349.189559;94.046026;83.185182;4.945121;2.436827;2.429621;891.948832;2.535729;3.395057;0;IN_ODD;419;451;412;451;401;469;411;468
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_040_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 12:00;51.105856;-114.08644;1311.784565;90.329473;85.59833;4.995626;2.123011;2.116133;769.229032;-2.873858;3.331344;0;IN_ODD;538;476;530;477;544;493;556;492
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_041_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 12:00;51.1053;-114.08072;1254.45382;91.988512;84.105892;-1.109057;1.904073;1.899944;581.136031;-2.197584;2.807363;0;IN_ODD;509;448;500;448;510;465;523;465
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_042_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/08/2020 12:00;51.104249;-114.079248;1267.641228;91.574638;83.664003;-11.608509;1.847466;1.844261;624.401807;-0.304371;3.084611;0;IN_ODD;509;442;500;441;496;459;509;461
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_043_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 12:00;51.103612;-114.078636;1224.464839;89.448919;88.866276;2.464512;1.82337;1.821183;482.746981;0.895965;2.447149;0;IN_ODD;516;518;508;518;501;533;515;532
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_044_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 12:00;51.103158;-114.074169;1231.189476;90.325647;82.550911;0.605642;1.655482;1.652228;504.809439;1.930192;2.771765;0;IN_ODD;492;423;483;423;469;441;484;441
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_045_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/08/2020 11:00;51.104316;-114.071356;1253.977635;92.562786;85.132846;-4.97461;1.549115;1.545816;579.573744;-0.513705;3.345512;0;IN_ODD;486;466;476;465;474;488;491;489
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_046_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 11:00;51.104224;-114.069125;1239.240207;94.350297;88.843355;-1.745987;1.464355;1.461448;531.222599;-0.327857;3.230494;0;IN_ODD;452;522;442;522;440;545;458;545
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_047_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 11:00;51.104236;-114.068315;1214.903091;90.742406;86.187053;-7.8945;1.433049;1.430861;451.376418;-0.365433;2.818471;0;IN_ODD;514;478;504;477;500;497;517;499
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_048_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/05/2020 15:00;51.10495;-114.066672;1258.492403;84.106677;81.949941;1.921579;1.373457;1.368658;594.385976;-2.17831;3.800006;0;IN_ODD;626;418;615;419;627;447;645;446
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_049_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 13:00;51.104808;-114.066399;1221.055839;84.336173;88.379747;-3.753859;1.361552;1.358385;471.5626;-1.834128;3.067693;0;IN_ODD;621;522;611;521;618;544;636;546
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_050_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 13:00;51.104438;-114.063179;1184.473689;92.300939;82.694731;-6.697435;1.238425;1.236701;351.542419;-0.987768;2.514277;0;IN_ODD;501;418;490;417;490;437;510;439
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_051_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 14:00;51.104007;-114.059357;1192.686826;85.770021;86.541594;-5.625233;1.094083;1.092111;378.488405;0.236325;2.985461;0;IN_ODD;584;490;572;489;563;514;586;516
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_052_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 16:00;51.103341;-114.054357;1181.316313;91.639435;82.739383;7.287846;0.906049;0.903066;341.183571;2.814468;3.151633;0;IN_ODD;462;429;449;431;423;465;450;462
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_053_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/04/2020 14:00;51.104066;-114.049512;1169.898311;91.875351;81.326942;11.888393;0.72174;0.719855;303.722936;0.058168;3.372936;0;IN_EXTENDED_ODD;467;408;453;411;451;450;485;443
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_054_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 14:00;51.104345;-114.049056;1154.489689;90.147158;86.533508;0.148679;0.704171;0.702619;253.169711;-1.307783;2.88798;0;IN_ODD;525;478;511;478;512;510;548;510
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_055_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/08/2020 16:00;51.104278;-114.048521;1165.958278;94.899833;83.04395;-1.219568;0.684315;0.682382;290.796317;-1.011377;3.37054;0;IN_ODD;451;426;436;425;435;464;471;465
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_056_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/07/2020 14:00;51.103809;-114.048448;1152.082522;98.165058;84.784509;-3.168363;0.681141;0.679636;245.27218;1.359392;2.873815;0;IN_ODD;387;443;372;443;347;475;384;477
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_057_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/05/2020 12:00;51.104518;-114.047156;1153.857348;84.821591;86.286026;1.048602;0.632835;0.63079;251.095102;-2.406636;3.107182;0;IN_ODD;614;473;599;473;610;511;650;510
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_058_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/08/2020 12:00;51.104117;-114.036863;1121.205812;87.889115;87.105211;3.058289;0.242785;0.241538;143.970637;-0.641486;3.439328;0;IN_ODD;555;479;535;480;506;554;609;549
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_059_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;8;;;;01/06/2020 15:00;51.104116;-114.036126;1114.346169;87.713362;86.169195;-6.02167;0.214708;0.213697;121.465245;-0.71745;3.120325;0;IN_ODD;564;470;544;468;498;534;614;546
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_060_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/08/2020 10:00;51.087462;-113.935129;1379.341185;-62.009949;86.970119;3.885862;3.189068;3.18272;984.514287;-2.035355;2.807975;0;IN_ODD;570;492;564;493;573;506;581;505
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_061_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/05/2020 14:00;51.089337;-113.936361;1431.22277;-64.46328;85.794887;2.484515;3.09203;3.085762;1154.729465;-0.729302;3.384106;0;IN_ODD;593;481;587;481;590;498;599;497
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_062_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/05/2020 14:00;51.093478;-113.940676;1399.472124;-55.032601;88.074756;-4.896777;2.826449;2.819572;1050.560676;1.896865;3.352283;0;IN_ODD;420;511;413;510;401;527;411;528
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_063_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/05/2020 11:00;51.091273;-113.94412;1418.247368;-57.558236;83.928749;1.206251;2.781183;2.773589;1112.159248;-1.789502;3.601053;0;IN_ODD;497;457;491;457;499;476;509;476
images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_064_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38;CYYC;29;;;;01/08/2020 15:00;51.091779;-113.944012;1373.909427;-55.451534;84.727422;0.193637;2.7672;2.761838;966.693557;-1.210986;3.149177;0;IN_ODD;460;464;453;465;458;481;468;481
